    0.687148577773403275E+02    0.801552457880252121E+02    0.121443405917478398E+02    0.214979002250596229E+01    0.210141162896536606E+02    0.501249513906311108E+02    0.177398699301593021E+01    0.270699554966914446E+01    0.468741450113045483E-02   -0.182443389892578125E+02
    0.635449754075188054E+02    0.282134755895443128E+02    0.128965613493169755E+02    0.283773361107928013E+01    0.215931021863545283E+02    0.727606767296366286E+02    0.182039344055806218E+01    0.479177334620332918E+01    0.571009891401485451E-02   -0.173777809143066406E+02
    0.625719874940598899E+02    0.901606933532219017E+02    0.146388654713732596E+02    0.263538759572216641E+01    0.176646041329157129E+02    0.546910748292389428E+02    0.159508670041097345E+01    0.682060689050366764E+00    0.433986215760846089E-02   -0.158074407577514648E+02
    0.503310191035950183E+02    0.725838704613660894E+02    0.146114004734890024E+02    0.236144253419499028E+01    0.144482792447186057E+02    0.732979616154995597E+02    0.173599512821607638E+01    0.190415500292683237E+01    0.405497199866141148E-02   -0.155731716156005859E+02
    0.686077558861140631E+02    0.587694185650409722E+02    0.123247653443985588E+02    0.226142309675063347E+01    0.195558708055693096E+02    0.257648742521102569E+02    0.160754325228933848E+01    0.431753085737193132E+01    0.463115288526338292E-02   -0.153853750228881836E+02
    0.681986977314284815E+02    0.691090737253487077E+02    0.111812528438336400E+02    0.222353476205849132E+01    0.128575302397331477E+02    0.763798777927476493E+02    0.171989227588211913E+01    0.193978235257486276E+01    0.408897478540079604E-02   -0.151711397171020508E+02
    0.642212109964738431E+02    0.286609024031778219E+02    0.117456914444119818E+02    0.254431934034091567E+01    0.182048880260885291E+02    0.563222933955996083E+02    0.160154745580567992E+01    0.172537314084191351E+01    0.509694925816985001E-02   -0.150693283081054688E+02
    0.475277502090051982E+02    0.480873909320215418E+02    0.104113541964661298E+02    0.153095536326960269E+01    0.188696468682797800E+02    0.733526493926437411E+02    0.198105014690395365E+01    0.466081901109118490E+01    0.457987559621429990E-02   -0.147861700057983398E+02
    0.691281126694612169E+02    0.839313776066244230E+02    0.117956651740233340E+02    0.245859669982825935E+01    0.146836197373127426E+02    0.572707936980439953E+02    0.161780517352216480E+01    0.168781639210406542E+01    0.548086196339225840E-02   -0.147740430831909180E+02
    0.690796839635734443E+02    0.428792680353814575E+02    0.844951486620248993E+01    0.192101169019302498E+01    0.220801325545627130E+02    0.570070455284200364E+02    0.175121974129552616E+01    0.404655712936652812E+01    0.478116600129697110E-02   -0.147358093261718750E+02
    0.564484100954795878E+02    0.907129196572536074E+02    0.147125214982192212E+02    0.217371880821188412E+01    0.117398166065992768E+02    0.670243310874581084E+02    0.176501541884846702E+01    0.432946894493707735E+01    0.577916744357557816E-02   -0.145432643890380859E+02
    0.689962573764565263E+02    0.425027083172631990E+02    0.148997806162576882E+02    0.290638059652900438E+01    0.158569126473797031E+02    0.593217021057826059E+02    0.164081181917768948E+01    0.453470421492148201E+01    0.435235023890103746E-02   -0.145003499984741211E+02
    0.699351575545773585E+02    0.447784474302088071E+02    0.117742328979149313E+02    0.263820205604685487E+01    0.202659197949241339E+02    0.343125255594980487E+02    0.155314958433262662E+01    0.465644542667388350E+01    0.409581572179060303E-02   -0.143330459594726562E+02
    0.599510814665826572E+02    0.682750939858794084E+02    0.942514578594732555E+01    0.168222601755051127E+01    0.208451071115235180E+02    0.599584379472444979E+02    0.183956681845362269E+01    0.401409845483213168E+01    0.489754498310560754E-02   -0.142617721557617188E+02
    0.568275561686604149E+02    0.786461526584638904E+02    0.112093862001256142E+02    0.223230451984932721E+01    0.196415860845717987E+02    0.718555391968847061E+02    0.179601235480530841E+01    0.462666334067548490E+01    0.565473510197737721E-02   -0.142530040740966797E+02
    0.586633861976110325E+02    0.336374511711251643E+02    0.124862127360161672E+02    0.235397919379165099E+01    0.152793514634094372E+02    0.754097498257165313E+02    0.168378806223783783E+01    0.700619044640519162E+00    0.589521419943475275E-02   -0.141918230056762695E+02
    0.671461826540872551E+02    0.294653738487043775E+02    0.141943650514254642E+02    0.278120906562373760E+01    0.125469132130041316E+02    0.573099736939676347E+02    0.153130235417594118E+01    0.247439969575001673E+01    0.463195306227304291E-02   -0.141594753265380859E+02
    0.567782506485838425E+02    0.173793266457451949E+02    0.129793220951299872E+02    0.242584543606562830E+01    0.124470316979133635E+02    0.828386953621634632E+02    0.169178658079739153E+01    0.311450495113305603E+01    0.439434377212754700E-02   -0.139044780731201172E+02
    0.481465532590820544E+02    0.930904196834788422E+02    0.130872523369878273E+02    0.192178925981988735E+01    0.171179398216129606E+02    0.716144373648603647E+02    0.191399910106403048E+01    0.321645796196246625E+01    0.431754562087648293E-02   -0.137668237686157227E+02
    0.641926054715469832E+02    0.426866411302551612E+02    0.141951197392798534E+02    0.273027307521806151E+01    0.110676671957327084E+02    0.689988424954731414E+02    0.158222778393081098E+01    0.289993310984422381E+01    0.439721567850616651E-02   -0.135951232910156250E+02
    0.656597577100825731E+02    0.243046086075126659E+02    0.141736242295930843E+02    0.254727189134347043E+01    0.231274743045442222E+02    0.425812732377418683E+02    0.172216352973654852E+01    0.397019532720123358E+01    0.548197678511873170E-02   -0.134223537445068359E+02
    0.642498675254722968E+02    0.159685024513890816E+02    0.134231550933407604E+02    0.299431631138488985E+01    0.191351009541609116E+02    0.545720712626529192E+02    0.154676469625699831E+01    0.266356704791731635E+01    0.441921192893454315E-02   -0.133301229476928711E+02
    0.560372220146507942E+02    0.959968227497422646E+02    0.141256095306881448E+02    0.276875854870473237E+01    0.112821540238328168E+02    0.887997064171754147E+02    0.161943380121451330E+01    0.206681796896034564E+01    0.513192979322705817E-02   -0.133000240325927734E+02
    0.581240840991768266E+02    0.854158874869891207E+02    0.132404395411228499E+02    0.207900450542928406E+01    0.197515392809017882E+02    0.452998748085352787E+02    0.169150874564359688E+01    0.348780583132990829E+01    0.493602963531730894E-02   -0.132020940780639648E+02
    0.671717562400797874E+02    0.170013093150684185E+02    0.102524780135500642E+02    0.250946632135677206E+01    0.154437106501860519E+02    0.798689991115992086E+02    0.162314378039307039E+01    0.208912711732482759E+01    0.404897012414639091E-02   -0.131515531539916992E+02
    0.648643909427847234E+02    0.821243686400739250E+02    0.115573442535026718E+02    0.218352051992428198E+01    0.147823554425316619E+02    0.815410162738342450E+02    0.183037586159011800E+01    0.335247043200772321E+01    0.435162531807632962E-02   -0.128669137954711914E+02
    0.610394695080938590E+02    0.170788854936438526E+02    0.149251173806580546E+02    0.243320648606147172E+01    0.119368832668385387E+02    0.675779693230586105E+02    0.158532553960050704E+01    0.180587857783148209E+01    0.480738395448395903E-02   -0.128111553192138672E+02
    0.553854359435818324E+02    0.788418030634328062E+02    0.147372857909681549E+02    0.207110507868065952E+01    0.132482048146875435E+02    0.670187577419821423E+02    0.173423256235792822E+01    0.213357250487778316E+01    0.532236953623103221E-02   -0.127533578872680664E+02
    0.551457817886387218E+02    0.862335340875899021E+02    0.139862314273479029E+02    0.278423531759084453E+01    0.165985738453211944E+02    0.804913301075418133E+02    0.165981460978408180E+01    0.213953193450402068E+01    0.423986367622203493E-02   -0.126695613861083984E+02
    0.635587536688268315E+02    0.108069945061821269E+02    0.101645770409625804E+02    0.190756575521516925E+01    0.241813441990674960E+02    0.587809183863589055E+02    0.172356749882580074E+01    0.400424254038993155E+01    0.441110711816010415E-02   -0.126679506301879883E+02
    0.668620750995875710E+02    0.515095455064544865E+02    0.127479296059660676E+02    0.274694038430399967E+01    0.181607839680855960E+02    0.505002679676706663E+02    0.159973003666867708E+01    0.428956191740072157E+01    0.562278448277086541E-02   -0.126207008361816406E+02
    0.655247857089292154E+02    0.940151946456206389E+01    0.140504394675534776E+02    0.239339346445594225E+01    0.160110264295573117E+02    0.510241134257203939E+02    0.160553495667365187E+01    0.171044213427865466E+01    0.543950166832635629E-02   -0.125290241241455078E+02
    0.616085574064265629E+02    0.479584722613943413E+02    0.140935381419823482E+02    0.266006728472477150E+01    0.164545340120324965E+02    0.515735709985108173E+02    0.167521609738166388E+01    0.478752782766944307E+01    0.539121574556710934E-02   -0.125203018188476562E+02
    0.637584261493098623E+02    0.518653427979013202E+02    0.112069074989498922E+02    0.203489235539473823E+01    0.178135705400900903E+02    0.610306465233002342E+02    0.180498538513091900E+01    0.292162270165411586E+01    0.417970900046345413E-02   -0.124791069030761719E+02
    0.691710667140324347E+02    0.827238321564449990E+02    0.115452924738927400E+02    0.248141917459412875E+01    0.122481643321336247E+02    0.786221010118615737E+02    0.160146917296025837E+01    0.204001268911543088E+01    0.487282811651871227E-02   -0.124744176864624023E+02
    0.522167197949491992E+02    0.601490277300121505E+02    0.146349261112653828E+02    0.253594166811448929E+01    0.157886539766291030E+02    0.676251225319752081E+02    0.174681553273900914E+01    0.499932225096250615E+01    0.495403502784556946E-02   -0.124586057662963867E+02
