

    0.731734445828107209E-95    0.441123718261718750E+03    0.460610705614089966E+02    0.450768509507179260E+02    0.114976943731307983E+02    0.880091786384582520E-01    0.129377180933952332E+03    0.113788586854934692E+02    0.173643112182617188E+00    0.138289421796798706E+01    0.550652811038210288E-02
    0.232324576988977768E-94    0.438809112548828125E+03    0.666786617040634155E+02    0.381643182039260864E+02    0.113735127449035645E+01    0.821651458740234375E+00    0.895319584012031555E+02    0.428150403499603271E+02    0.581141233444213867E+00    0.307094007730484009E+01    0.446875290060466668E-02
    0.231915472249460666E-92    0.429598297119140625E+03    0.650035518407821655E+02    0.909356546401977539E+02    0.780425286293029785E+01    0.158554369211196899E+01    0.756504419445991516E+02    0.341746258735656738E+02    0.508508920669555664E+00    0.463361322879791260E+01    0.595700530748155543E-02
    0.363374767526381930E-91    0.424091003417968750E+03    0.615461495518684387E+02    0.482690578699111938E+02    0.143456976413726807E+02    0.587188124656677246E+00    0.641308903694152832E+02    0.387177622318267822E+02    0.109023404121398926E+01    0.195725798606872559E+01    0.401250788029416938E-02
    0.554221659437245910E-90    0.418637573242187500E+03    0.512024831771850586E+02    0.977594003081321716E+02    0.425268793106079102E+01    0.277605146169662476E+01    0.125063155889511108E+03    0.190056341886520386E+02    0.126625537872314453E+00    0.380332142114639282E+01    0.406063339362994213E-02
    0.847743929315197815E-89    0.413178375244140625E+03    0.406714153289794922E+02    0.803520026803016663E+02    0.724430096149444580E+01    0.120077419281005859E+01    0.106263344585895538E+03    0.361632210016250610E+02    0.390441656112670898E+00    0.355294764041900635E+01    0.484743033083878672E-02
    0.160857029997074561E-85    0.398077819824218750E+03    0.619062593579292297E+02    0.278707361221313477E+02    0.114449820518493652E+02    0.689321458339691162E+00    0.730521863698959351E+02    0.474754428863525391E+02    0.870788097381591797E+00    0.278317451477050781E+01    0.498322725766153773E-02
    0.128626299078432302E-80    0.375495178222656250E+03    0.549248373508453369E+02    0.514499738812446594E+02    0.597162997722625732E+01    0.287966448068618774E+01    0.132773241698741913E+03    0.237129539251327515E+02    0.111389636993408203E+00    0.396874368190765381E+01    0.400205215100313261E-02
    0.153453981284596212E-73    0.342902008056640625E+03    0.182177880406379700E+02    0.600318074226379395E+01    0.111507304906845093E+02    0.601964056491851807E+00    0.834939187765121460E+02    0.336520779132843018E+02    0.138034820556640625E+00    0.848162174224853516E+00    0.427040160409242198E-02
    0.524430011684004239E-73    0.340440185546875000E+03    0.563939088582992554E+02    0.450420325994491577E+02    0.124774589538574219E+02    0.181377947330474854E+01    0.268798094987869263E+02    0.342035347223281860E+02    0.857341289520263672E-01    0.249756753444671631E+01    0.450564269814002216E-02
    0.852917574715699833E-71    0.330253143310546875E+03    0.613159045577049255E+02    0.767145580053329468E+02    0.769631397724151611E+01    0.129853534698486328E+01    0.777447950839996338E+02    0.445751541852951050E+02    0.649790287017822266E+00    0.332412034273147583E+01    0.520906977057111753E-02
    0.320931035526845821E-70    0.327598846435546875E+03    0.459747180342674255E+02    0.567780593037605286E+02    0.110542221069335938E+02    0.133681905269622803E+01    0.133475502133369446E+03    0.524092268943786621E+02    0.869086027145385742E+00    0.353948622941970825E+01    0.509630610882294555E-02
    0.713928201964069516E-69    0.321390563964843750E+03    0.481410777568817139E+02    0.508525297045707703E+02    0.856534087657928467E+01    0.238429158926010132E+01    0.138595015704631805E+03    0.555091577768325806E+02    0.358300924301147461E+00    0.304682314395904541E+01    0.553342447232707535E-02
    0.836177143942578451E-67    0.311860107421875000E+03    0.609035655856132507E+02    0.205789217352867126E+02    0.619929373264312744E+01    0.278704619407653809E+01    0.114419124424457550E+03    0.374693119525909424E+02    0.110896825790405273E+00    0.334795087575912476E+01    0.541990657328028647E-02
    0.194877158955348617E-66    0.310163879394531250E+03    0.686103245615959167E+02    0.843654108047485352E+02    0.127108955383300781E+02    0.172846019268035889E+01    0.723858276009559631E+02    0.558480226993560791E+02    0.789132595062255859E+00    0.462865591049194336E+01    0.478204593215147966E-02
    0.258765535795740916E-66    0.309592773437500000E+03    0.626027935743331909E+02    0.168029114603996277E+02    0.785427570343017578E+01    0.732358932495117188E+00    0.137351853549480438E+03    0.518899029493331909E+02    0.649247169494628906E+00    0.184612989425659180E+01    0.511779084497243630E-02
    0.534373608687730622E-66    0.308138427734375000E+03    0.661223220825195312E+02    0.310932371020317078E+02    0.106426481008529663E+02    0.176616561412811279E+01    0.112784751653671265E+03    0.310636496543884277E+02    0.389139890670776367E+00    0.137884229421615601E+01    0.528867941611221859E-02
    0.476613729875490417E-59    0.276127014160156250E+03    0.603460425138473511E+02    0.916743540763854980E+02    0.922417438030242920E+01    0.256891250610351562E+00    0.943213582038879395E+01    0.284201073646545410E+02    0.204279661178588867E+00    0.218553900718688965E+01    0.567205989200858518E-02
    0.163084504016255604E-58    0.273662719726562500E+03    0.379535809159278870E+02    0.200987353920936584E+02    0.646301138401031494E+01    0.240934717655181885E+01    0.807774055004119873E+02    0.261580288410186768E+01    0.126333236694335938E-01    0.199219703674316406E+01    0.454212217723348743E-02
    0.176182897607862927E-58    0.273504211425781250E+03    0.676116368174552917E+02    0.988994479179382324E+02    0.374497020244598389E+01    0.294581007957458496E+01    0.756750822067260742E+02    0.277985483407974243E+02    0.758521556854248047E-01    0.437956243753433228E+01    0.576723934620071432E-02
    0.129471902779033953E-54    0.255695648193359375E+03    0.552996435761451721E+02    0.292600104212760925E+02    0.145402398109436035E+02    0.134582912921905518E+01    0.710138982534408569E+02    0.375323277711868286E+02    0.479704856872558594E+00    0.261391669511795044E+01    0.414432858061219989E-02
    0.258049758373569247E-54    0.254312271118164062E+03    0.478270044922828674E+02    0.519873565435409546E+02    0.258251619338989258E+01    0.260062426328659058E+01    0.348137491941452026E+02    0.312881022691726685E+02    0.182457447052001953E+00    0.480330079793930054E+01    0.403848573451259796E-02
    0.144533326668576185E-50    0.237046875000000000E+03    0.340028962492942810E+02    0.498728537559509277E+02    0.112144268751144409E+02    0.282400184869766235E+01    0.225729146599769592E+02    0.404883313179016113E+02   -0.501067638397216797E-01    0.103777438402175903E+01    0.469637055933591618E-02
    0.267376952103937216E-50    0.235812576293945312E+03    0.570642465353012085E+02    0.359790009260177612E+02    0.116187126636505127E+02    0.197011649608612061E+01    0.140575631260871887E+03    0.142900747060775757E+02    0.199051856994628906E+00    0.309535682201385498E+01    0.539665873144934416E-02
    0.513273108622495018E-49    0.229899108886718750E+03    0.607344961166381836E+02    0.504410797357559204E+02    0.972457635402679443E+01    0.106885528564453125E+01    0.998751729726791382E+02    0.759119117259979248E+02    0.107494592666625977E+01    0.325269490480422974E+01    0.444899944125110025E-02
