    0.384449553489685059E+02    0.743966999650001526E+02    0.957208454608917236E+01    0.193229824304580688E+01    0.113658130168914795E+02    0.118294912576675415E+02    0.196139073371887207E+01    0.182100772857666016E+01    0.517967645043793112E-02   -0.303961800000000000E+07   -0.621460743175560815E+01    1
    0.612437042593955994E+02    0.886438399553298950E+01    0.114199664592742920E+02    0.113451182842254639E+00    0.568489730358123779E+01    0.530148267745971680E+01    0.197532796859741211E+01    0.356529861688613892E+01    0.428651214616948550E-02   -0.279174875000000000E+07   -0.621660743175561681E+01    1
    0.677181276679039001E+02    0.512664031982421875E+02    0.447581303119659424E+01    0.170979452133178711E+01    0.522999432682991028E+02    0.221361583471298218E+02    0.197368860244750977E+01    0.501460731029510498E+00    0.595410959415443308E-02   -0.232750500000000000E+07   -0.621860743175561392E+01    1
    0.634607753157615662E+02    0.618701189756393433E+01    0.350289189815521240E+01    0.147452419996261597E+01    0.562300261855125427E+02    0.402172565460205078E+02    0.193090343475341797E+01    0.889046490192413330E+00    0.597739570217359351E-02   -0.230796075000000000E+07   -0.622060743175561814E+01    1
    0.646928092837333679E+02    0.829672068357467651E+02    0.116560683250427246E+02    0.252972507476806641E+01    0.105528570413589478E+03    0.469798564910888672E+01    0.199668931961059570E+01    0.197118461132049561E+01    0.471112581077792747E-02   -0.188435525000000000E+07   -0.622260743175562414E+01    1
    0.415094226598739624E+02    0.432211273908615112E+02    0.358428645133972168E+01    0.976747512817382812E+00    0.969563519954681396E+02    0.276932877302169800E+02    0.196115136146545410E+01    0.244397163391113281E+01    0.465595908039140305E-02   -0.157262262500000000E+07   -0.622460743175562925E+01    1
    0.563222494721412659E+02    0.382623124122619629E+02    0.292167448997497559E+01    0.173904705047607422E+01    0.552505865693092346E+02    0.491155010461807251E+02    0.198976492881774902E+01    0.214926570653915405E+01    0.540883608158226892E-02   -0.139164800000000000E+07   -0.622660743175562548E+01    1
    0.697000986337661743E+02    0.660267341136932373E+02    0.663532340526580811E+01    0.205456531047821045E+01    0.168111035227775574E+02    0.339063405990600586E+01    0.176044034957885742E+01    0.132997632026672363E+01    0.594354550360143286E-02   -0.131313937500000000E+07   -0.622860743175562526E+01    1
    0.625636282563209534E+02    0.326623165607452393E+02    0.509987938404083252E+01    0.125238186120986938E+01    0.677440118789672852E+02    0.143174493312835693E+02    0.186215996742248535E+01    0.245295643806457520E+01    0.458553260476679547E-02   -0.108616612500000000E+07   -0.623060743175562948E+01    1
    0.390210103988647461E+02    0.105427485704421997E+02    0.922523331642150879E+01    0.293012917041778564E+01    0.402388936281204224E+02    0.417998135089874268E+02    0.170020413398742676E+01    0.223454117774963379E+01    0.598258023423525742E-02   -0.895503062500000000E+06   -0.623260743175562393E+01    1
    0.675801098346710205E+02    0.758284991979598999E+02    0.304020106792449951E+01    0.242038321495056152E+01    0.116307151019573212E+03    0.673064410686492920E+01    0.178835010528564453E+01    0.478537678718566895E+01    0.472590573854692053E-02   -0.785943187500000000E+06   -0.623460743175563081E+01    1
    0.535623812675476074E+02    0.157741987705230713E+02    0.581682336330413818E+01    0.128139317035675049E+00    0.335914850234985352E+02    0.409200006723403931E+02    0.195898318290710449E+01    0.498743444681167603E+01    0.574019981387552392E-02   -0.762067187500000000E+06   -0.623660743175562082E+01    1
    0.637732061743736267E+02    0.337956315279006958E+02    0.220517528057098389E+01    0.249445062875747681E+01    0.938561558723449707E+02    0.328832870721817017E+02    0.163841414451599121E+01    0.566675662994384766E+00    0.526735775829756392E-02   -0.710865500000000000E+06   -0.623860743175562416E+01    1
